registerno,department,semester,staff,subject,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,average
tIMPqhbwMeoYHGljGZ+Kni9aq6jzfFtG,Computer Science and Engineering -C,4,Mrs.T.Gayathri,ALT402-Artificial Intelligence and Machine Learning Laboratory,8.00,8.00,9.00,9.00,8.00,8.00,7.00,7.00,7.00,7.00,7.80
tIMPqhbwMeoYHGljGZ+Kni9aq6jzfFtG,Computer Science and Engineering -C,4,Mrs.C.Manonmani, 23CST404-Algorithm Laboratory (ALG LAB),8.00,9.00,8.00,9.00,9.00,8.00,8.00,9.00,9.00,8.00,8.50
tIMPqhbwMeoYHGljGZ+Kni9aq6jzfFtG,Computer Science and Engineering -C,4,Mr.Thanu,Placement Training  (CODING),8.00,8.00,9.00,9.00,8.00,8.00,9.00,9.00,9.00,9.00,8.60
tIMPqhbwMeoYHGljGZ+Kni9aq6jzfFtG,Computer Science and Engineering -C,4,Mrs.Kamatchi,Placement Training(COMMUNICATION),9.00,9.00,9.00,9.00,9.00,9.00,8.00,8.00,9.00,9.00,8.80
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Mrs.T.Gayathri,23CST402-Theory of  Computation,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Ms.S.Kamali, 23ALT402-Artificial Intelligence and Machine Learning,10.00,10.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.20
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Mr.K.Srinath Yadav,23CST403 Database Management System,10.00,10.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.20
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Mr.S.P.Prasanth,23CST404Algorithms,9.00,10.00,9.00,9.00,10.00,10.00,9.00,10.00,9.00,9.00,9.40
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Mr.Fayzul Raguman,23CST402 Introduction to Operating System,10.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.10
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Dr.Venkatesh kumar,23GET401  Environmental Science and Sustainability,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.00,9.00,9.00,9.40
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Mr.A.Murugavel, 23CSP401- Operating Systems Laboratory,8.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,10.00,9.00
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Mrs.Manimala, 23CSP402- Database Management Systems      Laboratory,9.00,9.00,9.00,9.00,9.00,9.00,10.00,9.00,9.00,8.00,9.00
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Ms.S.Kamali[SK],ALT402-Artificial Intelligence and Machine Learning Laboratory,9.00,9.00,8.00,9.00,9.00,9.00,9.00,9.00,9.00,10.00,9.00
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Mr.S.P. Prasanth [SPP], 23CST404-Algorithm Laboratory (ALG LAB),9.00,9.00,9.00,8.00,9.00,9.00,10.00,10.00,9.00,9.00,9.10
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Mr.Pradesh,Placement Training  (CODING),10.00,9.00,9.00,10.00,10.00,10.00,10.00,9.00,10.00,9.00,9.60
4rtQd+wuGurb38kwvVVs1EL577n4N2dE,Computer Science and Engineering -B,4,Mrs.Kamatchi,Placement Training (COMMUNICATION),10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
EsymROurP5lG2V66qzejp/IkP9a/usft,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,9.00,9.00,10.00,10.00,9.00,9.00,9.00,9.00,9.00,9.00,9.20
EsymROurP5lG2V66qzejp/IkP9a/usft,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,9.00,9.00,10.00,10.00,9.00,8.00,9.00,10.00,9.00,9.00,9.20
EsymROurP5lG2V66qzejp/IkP9a/usft,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.10
EsymROurP5lG2V66qzejp/IkP9a/usft,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,9.00,10.00,9.00,9.00,9.00,9.00,9.00,10.00,9.00,9.00,9.20
EsymROurP5lG2V66qzejp/IkP9a/usft,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,9.00,9.00,9.00,9.00,10.00,10.00,9.00,8.00,9.00,10.00,9.20
EsymROurP5lG2V66qzejp/IkP9a/usft,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,9.00,9.00,10.00,10.00,9.00,9.00,9.00,8.00,10.00,9.00,9.20
EsymROurP5lG2V66qzejp/IkP9a/usft,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,9.00,8.00,8.00,8.00,8.00,9.00,7.00,8.00,8.00,8.00,8.10
lVOSW2vh1ZGOI3+PvfnWgD+X02ndIj5T,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,10.00,9.10
lVOSW2vh1ZGOI3+PvfnWgD+X02ndIj5T,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,10.00,9.10
lVOSW2vh1ZGOI3+PvfnWgD+X02ndIj5T,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,10.00,8.20
lVOSW2vh1ZGOI3+PvfnWgD+X02ndIj5T,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,10.00,9.10
lVOSW2vh1ZGOI3+PvfnWgD+X02ndIj5T,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,10.00,9.10
lVOSW2vh1ZGOI3+PvfnWgD+X02ndIj5T,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,10.00,8.20
lVOSW2vh1ZGOI3+PvfnWgD+X02ndIj5T,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,10.00,9.10
OXI+HVkZQPIiBmV3t0/Qw+JvAsyF0boW,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
OXI+HVkZQPIiBmV3t0/Qw+JvAsyF0boW,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
OXI+HVkZQPIiBmV3t0/Qw+JvAsyF0boW,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
OXI+HVkZQPIiBmV3t0/Qw+JvAsyF0boW,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
OXI+HVkZQPIiBmV3t0/Qw+JvAsyF0boW,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
OXI+HVkZQPIiBmV3t0/Qw+JvAsyF0boW,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
OXI+HVkZQPIiBmV3t0/Qw+JvAsyF0boW,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Mrs.T.Gayathri,23CST402-Theory of  Computation,9.00,10.00,8.00,8.00,9.00,10.00,9.00,8.00,8.00,10.00,8.90
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Ms.S.Kamali, 23ALT402-Artificial Intelligence and Machine Learning,8.00,9.00,10.00,7.00,9.00,8.00,10.00,9.00,8.00,10.00,8.80
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Mr.K.Srinath Yadav,23CST403 Database Management System,9.00,7.00,10.00,8.00,9.00,10.00,8.00,8.00,10.00,9.00,8.80
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Mr.S.P.Prasanth,23CST404Algorithms,9.00,8.00,10.00,8.00,8.00,8.00,7.00,10.00,8.00,10.00,8.60
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Mr.M.Balasubramani,23CST402 Operating System,9.00,10.00,8.00,10.00,8.00,9.00,8.00,8.00,10.00,8.00,8.80
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Mr.Syed Ibrahim,23GET401  Environmental Science and Sustainability,8.00,9.00,10.00,7.00,8.00,10.00,9.00,7.00,8.00,10.00,8.60
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Mr.M.Balasubramani, 23CSP401- Operating Systems Laboratory,9.00,8.00,10.00,8.00,9.00,8.00,9.00,10.00,8.00,10.00,8.90
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Ms.Anusuya, 23CSP402- Database Management Systems      Laboratory,8.00,10.00,10.00,9.00,10.00,8.00,7.00,9.00,8.00,9.00,8.80
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Mrs.T.Gayathri,ALT402-Artificial Intelligence and Machine Learning Laboratory,8.00,9.00,10.00,9.00,8.00,7.00,10.00,9.00,8.00,10.00,8.80
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Mrs.C.Manonmani, 23CST404-Algorithm Laboratory (ALG LAB),8.00,9.00,10.00,8.00,7.00,9.00,10.00,8.00,7.00,10.00,8.60
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Mr.Thanu,Placement Training  (CODING),9.00,7.00,10.00,8.00,9.00,7.00,9.00,10.00,8.00,7.00,8.40
kOOEhJKC0NCNgWVWKxYP5Yu6PJsxlCz0,Computer Science and Engineering -C,4,Mrs.Kamatchi,Placement Training(COMMUNICATION),8.00,10.00,9.00,7.00,10.00,7.00,8.00,9.00,8.00,7.00,8.30
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Mrs.T.Gayathri,23CST402-Theory of  Computation,8.00,7.00,9.00,7.00,8.00,9.00,8.00,10.00,7.00,9.00,8.20
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Ms.S.Kamali, 23ALT402-Artificial Intelligence and Machine Learning,9.00,9.00,10.00,7.00,8.00,8.00,7.00,9.00,7.00,9.00,8.30
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Mr.K.Srinath Yadav,23CST403 Database Management System,9.00,9.00,9.00,8.00,9.00,9.00,9.00,6.00,8.00,8.00,8.40
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Mr.S.P.Prasanth,23CST404Algorithms,10.00,8.00,10.00,8.00,7.00,8.00,9.00,7.00,9.00,9.00,8.50
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Mr.M.Balasubramani,23CST402 Operating System,8.00,8.00,9.00,8.00,8.00,9.00,9.00,8.00,9.00,9.00,8.50
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Mr.Syed Ibrahim,23GET401  Environmental Science and Sustainability,9.00,8.00,9.00,8.00,9.00,7.00,8.00,8.00,9.00,8.00,8.30
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Mr.M.Balasubramani, 23CSP401- Operating Systems Laboratory,8.00,7.00,8.00,9.00,7.00,8.00,8.00,7.00,9.00,8.00,7.90
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Ms.Anusuya, 23CSP402- Database Management Systems      Laboratory,7.00,8.00,7.00,9.00,6.00,9.00,7.00,7.00,9.00,7.00,7.60
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Mrs.T.Gayathri,ALT402-Artificial Intelligence and Machine Learning Laboratory,8.00,9.00,8.00,8.00,8.00,7.00,6.00,9.00,7.00,9.00,7.90
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Mrs.C.Manonmani, 23CST404-Algorithm Laboratory (ALG LAB),8.00,9.00,9.00,7.00,8.00,6.00,9.00,8.00,8.00,9.00,8.10
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Mr.Thanu,Placement Training  (CODING),9.00,8.00,8.00,9.00,8.00,9.00,7.00,9.00,9.00,9.00,8.50
Y1xlNqj+cIwJCrKj6u2DvPGvEwRGXKNZ,Computer Science and Engineering -C,4,Mrs.Kamatchi,Placement Training(COMMUNICATION),9.00,7.00,9.00,8.00,9.00,7.00,8.00,6.00,7.00,8.00,7.80
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Mrs.T.Gayathri,23CST402-Theory of  Computation,3.00,4.00,1.00,3.00,5.00,4.00,4.00,3.00,2.00,3.00,3.20
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Ms.S.Kamali, 23ALT402-Artificial Intelligence and Machine Learning,3.00,7.00,2.00,3.00,3.00,3.00,3.00,2.00,2.00,4.00,3.20
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Mr.K.Srinath Yadav,23CST403 Database Management System,4.00,5.00,3.00,8.00,7.00,8.00,9.00,9.00,9.00,8.00,7.00
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Mr.S.P.Prasanth,23CST404Algorithms,3.00,8.00,3.00,8.00,3.00,9.00,8.00,8.00,7.00,6.00,6.30
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Mr.M.Balasubramani,23CST402 Operating System,3.00,8.00,3.00,7.00,3.00,8.00,9.00,9.00,6.00,8.00,6.40
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Mr.Syed Ibrahim,23GET401  Environmental Science and Sustainability,9.00,5.00,7.00,8.00,3.00,4.00,4.00,3.00,3.00,6.00,5.20
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Mr.M.Balasubramani, 23CSP401- Operating Systems Laboratory,5.00,6.00,9.00,7.00,8.00,2.00,4.00,3.00,3.00,7.00,5.40
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Ms.Anusuya, 23CSP402- Database Management Systems      Laboratory,10.00,9.00,4.00,6.00,7.00,4.00,8.00,2.00,4.00,6.00,6.00
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Mrs.T.Gayathri,ALT402-Artificial Intelligence and Machine Learning Laboratory,5.00,4.00,3.00,4.00,4.00,2.00,8.00,9.00,6.00,5.00,5.00
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Mrs.C.Manonmani, 23CST404-Algorithm Laboratory (ALG LAB),8.00,8.00,3.00,9.00,4.00,9.00,9.00,7.00,8.00,8.00,7.30
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Mr.Thanu,Placement Training  (CODING),10.00,5.00,7.00,8.00,7.00,8.00,9.00,9.00,7.00,6.00,7.60
XKb0up7O1IaHihAS3kmx4pjDo/nLZcu4,Computer Science and Engineering -C,4,Mrs.Kamatchi,Placement Training(COMMUNICATION),8.00,6.00,8.00,8.00,7.00,10.00,10.00,7.00,8.00,6.00,7.80
33Z0BnCNRyFaDGQRTCWS/a69akeFCUvb,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.90
33Z0BnCNRyFaDGQRTCWS/a69akeFCUvb,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
33Z0BnCNRyFaDGQRTCWS/a69akeFCUvb,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,10.00,10.00,9.00,10.00,9.00,10.00,10.00,10.00,10.00,9.80
33Z0BnCNRyFaDGQRTCWS/a69akeFCUvb,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,9.90
33Z0BnCNRyFaDGQRTCWS/a69akeFCUvb,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,9.00,10.00,10.00,9.00,10.00,9.00,10.00,9.00,10.00,9.00,9.50
33Z0BnCNRyFaDGQRTCWS/a69akeFCUvb,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,10.00,10.00,8.00,10.00,10.00,9.00,10.00,9.00,10.00,9.60
33Z0BnCNRyFaDGQRTCWS/a69akeFCUvb,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,10.00,9.00,9.80
yBiaSGfm+TnV9I/2WJFezsL5ZeLogQ+6,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
yBiaSGfm+TnV9I/2WJFezsL5ZeLogQ+6,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
yBiaSGfm+TnV9I/2WJFezsL5ZeLogQ+6,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
yBiaSGfm+TnV9I/2WJFezsL5ZeLogQ+6,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
yBiaSGfm+TnV9I/2WJFezsL5ZeLogQ+6,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
yBiaSGfm+TnV9I/2WJFezsL5ZeLogQ+6,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
yBiaSGfm+TnV9I/2WJFezsL5ZeLogQ+6,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
fBJalZ0J5TbYshAmmWAUPFlgMyuWQVQm,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
fBJalZ0J5TbYshAmmWAUPFlgMyuWQVQm,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
fBJalZ0J5TbYshAmmWAUPFlgMyuWQVQm,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
fBJalZ0J5TbYshAmmWAUPFlgMyuWQVQm,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
fBJalZ0J5TbYshAmmWAUPFlgMyuWQVQm,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
fBJalZ0J5TbYshAmmWAUPFlgMyuWQVQm,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
fBJalZ0J5TbYshAmmWAUPFlgMyuWQVQm,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
sUwfFgIfJb8AWnglXm400+1zQgLzV1Kl,Chemical Engineering -A,4,Mass Transfer I,Dr.Padmesh Madesety,9.00,10.00,8.00,9.00,8.00,8.00,7.00,8.00,7.00,8.00,8.20
sUwfFgIfJb8AWnglXm400+1zQgLzV1Kl,Chemical Engineering -A,4,Chemical Engineering Thermodynamics I,Dr.Tripti De,6.00,6.00,7.00,9.00,6.00,7.00,7.00,7.00,6.00,7.00,6.80
sUwfFgIfJb8AWnglXm400+1zQgLzV1Kl,Chemical Engineering -A,4,Environmental Science and Engineering,Dr.Gobinath,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,10.00,9.10
sUwfFgIfJb8AWnglXm400+1zQgLzV1Kl,Chemical Engineering -A,4,Statistics and Quality Control,Mr.P.Boomi,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
sUwfFgIfJb8AWnglXm400+1zQgLzV1Kl,Chemical Engineering -A,4,Heat Transfer,Dr.A.Meenakshi Sundhar,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
sUwfFgIfJb8AWnglXm400+1zQgLzV1Kl,Chemical Engineering -A,4,Mechanical Operations,Dr.Bitang Kwrung Tripura,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
sUwfFgIfJb8AWnglXm400+1zQgLzV1Kl,Chemical Engineering -A,4,Mechanical Operations Laboratory,Dr.Tripti De,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
sUwfFgIfJb8AWnglXm400+1zQgLzV1Kl,Chemical Engineering -A,4,Fluid Mechanics Laboratory,Dr.S.Saravanan,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
bV2KEEqp3i5QV2u30ktvmd/crUekdA7j,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
bV2KEEqp3i5QV2u30ktvmd/crUekdA7j,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
bV2KEEqp3i5QV2u30ktvmd/crUekdA7j,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
bV2KEEqp3i5QV2u30ktvmd/crUekdA7j,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
bV2KEEqp3i5QV2u30ktvmd/crUekdA7j,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
bV2KEEqp3i5QV2u30ktvmd/crUekdA7j,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
bV2KEEqp3i5QV2u30ktvmd/crUekdA7j,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
K6ZNxiUd91mYLkXjkqyfE1XNANOzr09n,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
K6ZNxiUd91mYLkXjkqyfE1XNANOzr09n,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
K6ZNxiUd91mYLkXjkqyfE1XNANOzr09n,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
K6ZNxiUd91mYLkXjkqyfE1XNANOzr09n,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
K6ZNxiUd91mYLkXjkqyfE1XNANOzr09n,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
K6ZNxiUd91mYLkXjkqyfE1XNANOzr09n,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
K6ZNxiUd91mYLkXjkqyfE1XNANOzr09n,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
a9Y3jyef/XugkRL5Y4krKnnKxXm/u3rG,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
